id	type	readings	context
l-3965_2	semlex:minor:constrmorph	revint decoste (HPVFG)| li vient encoste (AS)	Et sa mere revint decoste
l-3965_3	graph	vient (A)| vint (S)	Et sa mere revint decoste
l-3966_1	semlex:minor:gramm	Que (HPVFG)| Car (A)| Qui (S)	Que mostrer li voloit moustrer son oste
l-3966_2	graph	mostrer (HVFGA)| moustrer (P)	Que mostrer li voloit moustrer son oste
l-3966_4	morsynt	lor (HV)| li (PSFGA)	Que mostrer li voloit moustrer son oste
l-3966_5	flex	li (PS)| la (FG)| le (A)	Que mostrer li voloit moustrer son oste
l-3966_6	graph	voloit (HPVFGS)| viut (A)	Que mostrer li voloit moustrer son oste
l-3966_9	morsynt	lor (HV)| son (PFGAS)	Que mostrer li voloit moustrer son oste
l-3966_10	graph	oste (HVFGS)| hoste (PA)	Que mostrer li voloit moustrer son oste
l-3967_2	graph	qui les (HPVFAS)| ques (G)	Li sires qui les ot mandees
l-3967_3	morsynt	ot (HPVFAS)| avoit (G)	Li sires qui les ot mandees
l-3968_2	graph	lor (HPVFGA)| leur (S)	En lor mantiax envolepees
l-3968_3	graph	mantiax (HPVF)| mantiaus (GAS)	En lor mantiax envolepees
l-3968_4	morsynt	envolepees (HPVFGS)| envolepee (A)	En lor mantiax envolepees
l-3968_5	graph	anvelopees (H)| envolepees (PVFS)| envelopees (G)	En lor mantiax envolepees
l-3969_1	graph	Vindrent (HVG)| Vinrent (PFAS)	Vinrent por lor larmes covrir
l-3969_2	graph	por (HVFGA)| pour (PS)	Vinrent por lor larmes covrir
l-3969_4	semlex:major	larmes (HPFGAS)| mantiax (V)	Vinrent por lor larmes covrir
l-3969_5	graph	lermes (HG)| lermez (P)| larmes (FAS)	Vinrent por lor larmes covrir
l-3969_6	graph	covrir (HVFG)| couvril (P)| couvrir (AS)	Vinrent por lor larmes covrir
l-3970_3	morsynt	comande (HPFS)| comanda (VGA)	Et il lor comande a ovrir
l-3970_4	graph	comande (HF)| commande (PS)	Et il lor comande a ovrir
l-3970_5	graph	comanda (VG)| conmanda (A)	Et il lor comande a ovrir
l-3970_7	graph	ovrir (HVG)| ouvrir (PAS)| olvrir (F)	Et il lor comande a ovrir
l-3971_1	morsynt	Les (HPGAS)| Lor (VF)	Les mantiaus et les chies lever
l-3971_2	graph	mantiax (HPF)| mantiaus (VGAS)	Les mantiaus et les chies lever
l-3971_4	morsynt	les (HPVGAS)| lor (F)	Les mantiaus et les chies lever
l-3971_5	graph	chies (HPG)| chiefs (V)| cies (FA)| cief (S)	Les mantiaus et les chies lever
l-3972_2	graph	dit (HPVF)| dist (GAS)	Et dit ne vos doit pas grever
l-3972_4	graph	vos (HVGA)| vous (PFS)	Et dit ne vos doit pas grever
l-3973_2	graph	Ce (HVF)| Che (P)| Cou (S)	Ce que je vous comant a faire
l-3973_3	semlex:minor:syn	que (HPVFGS)| Quil (A)	Ce que je vous comant a faire
l-3973_4	morsynt	je vous comant (HPVFS)| vos ai comande (GA)	Ce que je vous comant a faire
l-3973_5	graph	je (HPS)| ge (V)| jo (F)	Ce que je vous comant a faire
l-3973_6	graph	vos (HV)| vous (PFS)	Ce que je vous comant a faire
l-3973_7	graph	comant (HVF)| commant (P)| commanch (S)	Ce que je vous comant a faire
l-3973_9	graph	comande (G)| cunmande (A)	Ce que je vous comant a faire
l-3973_12	graph	feire (H)| faire (PFAS)| fere (VG)	Ce que je vous comant a faire
l-3974_1	semlex:minor:gramm	C' un (HPVFGS)| C'est (A)	C' un franc home molt debonaire
l-3974_3	graph	C' (HS)| Que (P)| Q' (V)	C' un franc home molt debonaire
l-3974_4	graph	un (HPV)| .i. (FG)| unc (S)	C' un franc home molt debonaire
l-3974_6	semlex:minor:semsim	franc home (HFGAS)| prodome (PV)	C' un franc home molt debonaire
l-3974_7	semlex:minor:semsim	home (HFGS)| chevalier (A)	C' un franc home molt debonaire
l-3974_8	graph	home (HFG)| homme (S)	C' un franc home molt debonaire
l-3974_9	graph	prodome (V)| prodomme (H)	C' un franc home molt debonaire
l-3974_11	graph	molt (HVFGS)| mout (P)	C' un franc home molt debonaire
l-3974_14	graph	deboneire (H)| deboinaire (P)| debonere (V)| debonaire (FA)| deboennere (G)| debonnaire (S)	C' un franc home molt debonaire
l-3975_1	graph	Nos (HVFGA)| Nous (PS)	Nos a Dex et boine aventure
l-3975_3	graph	Dex (HVFG)| Dix (PS)| Dius (A)	Nos a Dex et boine aventure
l-3975_5	graph	boene (H)| boine (PS)| bone (VF)| boenne (G)| bonne (A)	Nos a Dex et boine aventure
l-3976_1	semlex:minor:gramm	Caiens (HPFSG)| Ci (V)| Ca (A)	Caiens done qui m' aseure
l-3976_2	graph	Ceanz (H)| Chaiens (P)| Caiens (FS)| Ceenz (G)	Caiens done qui m' aseure
l-3976_3	semlex:minor:semsim	done (HFGS)| tramis (P)| amene (V)| envoie (A)	Caiens done qui m' aseure
l-3976_4	graph	done (HFG)| donnet (S)	Caiens done qui m' aseure
l-3976_7	graph	aseure (HPGAS)| asseure (VF)	Caiens done qui m' aseure
l-3977_1	graph	Qu' (HPGAS)| Que (V)	Qu' il se conbatra au jaiant
l-3977_3	graph	conbatra (HAS)| combatra (PVG)	Qu' il se conbatra au jaiant
l-3977_5	graph	jaiant (HVA)| gaiant (PS)| geanz (G)	Qu' il se conbatra au jaiant
l-3978_3	semlex:minor:gramm	en (HP)| i (GS)	Or n' en alez plus delaiant
l-3978_4	graph	alez (HVG)| ales (PAS)	Or n' en alez plus delaiant
l-3979_1	semlex:minor:gramm	Qu' (HPV)| Ains (GAS)	Qu' l'en ales au pie cheoir
l-3979_2	graph	Qu' (H)| C' (P)| Que (V)	Qu' l'en ales au pie cheoir
l-3979_3	graph	Einz (G)| Ains (AS)	Qu' l'en ales au pie cheoir
l-3979_6	morsynt	ailliez (HV)| ales (PGAS)	Qu' l'en ales au pie cheoir
l-3979_7	graph	ales (PAS)| alez (G)	Qu' l'en ales au pie cheoir
l-3979_9	graph	cheoir (HVG)| chaoir (P)| cheir (A)| caioir (S)	Qu' l'en ales au pie cheoir
l-3980_1	graph	Ce (HVGA)| Che (P)| Cou (S)	Ce ne me laist ja Dex veoir
l-3980_3	semlex:minor:syn	laist (HPVAS)| doint (G)	Ce ne me laist ja Dex veoir
l-3980_4	graph	lest (HV)| laist (PAS)	Ce ne me laist ja Dex veoir
l-3980_6	graph	Dex (HVG)| Dix (P)| Dius (A)| Diex (S)	Ce ne me laist ja Dex veoir
l-3980_7	graph	veoir (HPVGS)| voier (A)	Ce ne me laist ja Dex veoir
l-3981_1	graph	Fet (HVGA)| Fait (PS)	Fet mesire Yvains maintenant
l-3981_2	graph	messire (H)| mesire (PGAS)| missire (V)	Fet mesire Yvains maintenant
l-3981_3	graph	Yvains (HPV)| Yveins (G)| Vains (A)| Ywains (S)	Fet mesire Yvains maintenant
l-3981_4	graph	maintenant (HPVAS)| meintenant (G)	Fet mesire Yvains maintenant
l-3982_1	semlex:minor:gramm	Voir (HPV)| Ce (GA)| Car (S)	Voir ne seroit mie avenant
l-3982_3	semlex:minor:gramm	mie (HPAS)| pas (VG)	Voir ne seroit mie avenant
l-3983_2	morsynt	venist (HPVGS)| viengne (A)	Que au pie me venist la suer
l-3983_3	semlex:major	la suer (HPVGS)| a nul fuer (A)	Que au pie me venist la suer
l-3984_2	graph	monseignor (HGS)| monseigneur (P)| monsegnor (V)| monsigneur (A)	monseignor Gauvain a nul fuer
l-3984_3	graph	Gauvain (HVA)| Gavain (PS)| Gauvein (G)	monseignor Gauvain a nul fuer
l-3984_4	semlex:major	a nul fuer (HPVGS)| la seur (A)	monseignor Gauvain a nul fuer
l-3985_2	morsynt	sa (HPVGS)| la (A)	Ne sa niece Dex m' en desfende
l-3985_3	graph	niece (HVGS)| nieche (PA)	Ne sa niece Dex m' en desfende
l-3985_4	graph	Dex (HVG)| Dix (PS)| Dius (A)	Ne sa niece Dex m' en desfende
l-3985_5	semlex:minor:semsim	m' en desfende (HPVGS)| nel consence (A)	Ne sa niece Dex m' en desfende
l-3985_6	graph	an (H)| en (PVGS)	Ne sa niece Dex m' en desfende
l-3985_7	graph	desfande (H)| deffenge (P)| desfende (VGS)	Ne sa niece Dex m' en desfende
l-3986_1	semlex:minor:gramm	C' (HPVAS)| N' (G)	C' orgueil en moi tant ne s'estande
l-3986_2	graph	C' (HPS)| Que (VA)	C' orgueil en moi tant ne s'estande
l-3986_3	semlex:minor	orgueil en moi tant ne s'estande (HPVGS)| en mon cuer tant d'orguel entre (A)	C' orgueil en moi tant ne s'estande
l-3986_5	graph	orguiauz (H)| orgueil (PG)| orguiex (V)| orghiels (S)	C' orgueil en moi tant ne s'estande
l-3986_8	semlex:minor:semsim	s'estande (HPS)| descende (VG)	C' orgueil en moi tant ne s'estande
l-3986_9	graph	s'estande (H)| s'estenge (P)| s'estende (S)	C' orgueil en moi tant ne s'estande
l-3987_2	morsynt	mon pie (HPVGS)| mes pies (A)	Que a mon pie venir les les
l-3987_4	morsynt	les (HPGS)| la (VA)	Que a mon pie venir les les
l-3987_5	flex	la (V)| le (A)	Que a mon pie venir les les
l-3987_6	graph	les (HGA)| lais (PVS)	Que a mon pie venir les les
l-3988_2	semlex:minor:syn	Voir (HPS)| Certes (V)	Voir je n' oublieroie mais
l-3988_4	semlex:minor:gramm	je (PGA)| ja (HS)	Voir je n' oublieroie mais
l-3988_5	graph	n' (HPVS)| ne (GA)	Voir je n' oublieroie mais
l-3988_7	graph	oblieroie (HG)| oublieroie (PVAS)	Voir je n' oublieroie mais
l-3988_8	semlex:minor:gramm	mais (HPVGS)| pas (A)	Voir je n' oublieroie mais
l-3988_9	graph	mes (HG)| mais (PVS)	Voir je n' oublieroie mais
l-3989_5	graph	je en (HGS)| j'en (P)| g'en (V)	la le honte que je en avroie
l-3989_6	graph	avroie (HVGA)| averoie (P)| aroie (S)	la le honte que je en avroie
l-3990_2	graph	Mes (HVG)| Mais (PASR)	Mais de ce boin gre vos savroie
l-3990_4	semlex:minor:gramm	ce (HPVGSR)| tant (A)	Mais de ce boin gre vos savroie
l-3990_5	graph	ce (HVGS)| che (P)| cou (R)	Mais de ce boin gre vos savroie
l-3990_6	semlex:minor:semsim	boin gre (HPVASR)| prier (G)	Mais de ce boin gre vos savroie
l-3990_7	graph	boen (H)| boin (PSR)| bon (VA)	Mais de ce boin gre vos savroie
l-3990_8	morsynt	lor (HPV)| vos (GASR)	Mais de ce boin gre vos savroie
l-3990_9	graph	vos (GA)| vous (SR)	Mais de ce boin gre vos savroie
l-3990_10	morsynt	savroie (HPVGAR)| savoie (R)	Mais de ce boin gre vos savroie
l-3990_11	graph	savroie (HVGA)| saroie (PS)	Mais de ce boin gre vos savroie
l-3991_1	graph	Se (HPVSR)| S' (GA)	Se eles se reconfortoient
l-3991_5	semlex:minor:constrmorph	reconfortoient (HPVGAR)| confortoient (S)	Se eles se reconfortoient
l-3992_1	semlex:minor:gramm	Jusqu'a (HPVGS)| Dusqu'a (AR)	Jusqu'a demain que eles voient
l-3992_3	graph	que (HPVGAR)| qu' (S)	Jusqu'a demain que eles voient
l-3992_4	graph	eles (HPVGAR)| elles (S)	Jusqu'a demain que eles voient
l-3992_5	morsynt	voient (HPVGAR)| verroient (S)	Jusqu'a demain que eles voient
l-3993_2	graph	Dex (HVG)| Dix (PS)| Diux (A)| Diex (R)	Se Dex les voldra conseillier
l-3993_4	morsynt	voldra (HPGASR)| voudroit (V)	Se Dex les voldra conseillier
l-3993_5	graph	voldra (H)| vaurra (P)| voudra (G)| vaudra (A)| vora (S)| volra (R)	Se Dex les voldra conseillier
l-3993_6	graph	conseillier (HPGSR)| consellier (V)| consillier (A)	Se Dex les voldra conseillier
l-3994_1	graph	Moi (HVGASR)| Moy (P)	Moi n'en covient il plus proier
l-3994_2	semlex:minor:gramm	ne (HS)| n'en (PVGAR)	Moi n'en covient il plus proier
l-3994_3	semlex:minor:syn	covient (HPGSR)| estuet (V)| est (A)	Moi n'en covient il plus proier
l-3994_4	graph	covient (HGR)| couvient (PS)	Moi n'en covient il plus proier
l-3994_7	semlex:minor:syn	plus (HPVSR)| point de (A)	Moi n'en covient il plus proier
l-3994_8	graph	proier (HPVGAR)| proiier (S)	Moi n'en covient il plus proier
l-3995_1	graph	Mes (HVG)| Mais (PASR)	Mais que li gaians si tost viengne
l-3995_3	graph	jaianz (H)| gaians (PSR)| jaians (VA)| geanz (G)	Mais que li gaians si tost viengne
l-3995_4	semlex:minor:syn	si tost (HPVGSR)| a tans (A)	Mais que li gaians si tost viengne
l-3995_5	graph	veingne (H)| viengne (PAS)| viegne (VGR)	Mais que li gaians si tost viengne
l-3996_1	graph	Qu' (HPA)| Q' (V)| C' (GSR)	Qu' aillors mentir ne me coviegne
l-3996_2	graph	aillors (HVGASR)| ailleurs (P)	Qu' aillors mentir ne me coviegne
l-3996_3	graph	mantir (H)| mentir (PVGASR)	Qu' aillors mentir ne me coviegne
l-3996_5	graph	coveingne (H)| couviengne (P)| coviegne (VG)| couviegne (A)| couveingne (S)| covegne (R)	Qu' aillors mentir ne me coviegne
l-3997_1	semlex:minor:gramm	Que (HPVA)| Car (GS)| Et (R)	Que por rien je ne lesseroie
l-3997_4	graph	por (HVGASR)| pour (P)	Que por rien je ne lesseroie
l-3997_5	graph	rien (HVGAR)| riens (PS)	Que por rien je ne lesseroie
l-3997_9	graph	lesseroie (HV)| laisseroie (PS)| leseroie (A)| leroie (G)| lairoie (R)	Que por rien je ne lesseroie
l-3998_1	graph	Que (HPVGSR)| Qu' (A)	Que demain a midi ne soie
l-3998_4	graph	miedi (A)| midi (G)	Que demain a midi ne soie
l-3998_5	semlex:major	demain (HPVASR)| droit (G)	Que demain a midi ne soie
l-3998_7	graph	miedi (V)| midi (HPSR)	Que demain a midi ne soie
l-3999_1	morsynt	Au (HPVGR)| A (AS)	Au plus grant afaire por voir
l-3999_2	graph	Au (HPVG)| Al (R)	Au plus grant afaire por voir
l-3999_4	graph	afeire (H)| afaire (PAS)| afere (VG)| affaire (R)	Au plus grant afaire por voir
l-3999_5	graph	por (HVGAR)| pour (PS)	Au plus grant afaire por voir
l-4000_2	graph	je (HPGAS)| ge (V)| jo (R)	Que je onques peusse avoir
l-4000_4	semlex:major	peusse (HPVGAR)| quidasse (S)	Que je onques peusse avoir
l-4000_5	graph	poisse (HG)| peusse (PVA)| peusce (R)	Que je onques peusse avoir
l-4000_7	graph	onques (PS)| omques (A)	Que je onques peusse avoir
