id	type	readings
l-772_2	graph	Quar (R)| Quer (M)
l-773_1	morsynt	est (ACPS)| ert (BR)
l-773_2	graph	mervoille (A)| mervelle (B)
l-773_5	graph	je (AR)| ge (CS)
l-774_2	graph	metre (M)| mertrai (C)| mettrai (R)
l-774_3	semlex:major	paine (P)| ga (S)
l-774_5	semlex:minor:gramm	et (P)| grant (S)
l-775_8	graph	sanble (A)| samble (BR)| semble (C)| senble (S)
l-776_3	graph	koke (B)| coche (CRM)
l-776_4	graph	penon (ACR)| pegnon (B)| panon (S)
l-776_5	graph	ansanble (A)| ensamble (B)| ensemble (CR)| ensable (S)
l-779_1	graph	Alsi (B)| Ausint (S)
l-779_4	semlex:major	voie (P)| rue (C)
l-780_3	morsynt	Qui (C)| Que (RS)
l-781_3	graph	Q' (B)| K' (R)
l-781_5	semlex:major	rote (A)| chee (S)
l-781_6	graph	coque (B)| choche (M)
l-783_2	morsynt	panon (ABCRS)| penons (M)
l-784_1	flex	Con (B)| Comme (S)
l-784_2	morsynt	estoient (A)| ert (R)| fussent (S)
	graph	feroit (S)| fereit (M)
l-786_2	graph	Quar (R)| Quer (M)
l-786_11	graph	jo (B)| je (C)| ge (RS)
l-787_3	morsynt	ancores (A)| encores (BC)| encor (R)| oncores (M)
l-788_6	semlex:major	penes (B)| chevoil (SR)
l-788_7	graph	chevoil (R)| chavel (S)
l-788_9	graph	sore (P)| sor (RS)
l-791_1	graph	Dex (ABCS)| Deus (R)
l-791_2	graph	con (B)| cum (C)
l-791_4	graph	tresprecieus (A)| trespressios (B)| tresprecieus (CR)| trespecios (M)
l-791_5	graph	aveir (M)| evoir (S)
l-793_1	semlex:minor:gramm	quanques (R)| quoi (PSM)
l-793_3	graph	quoi (S)| quei (M)| coi (P)
l-794_3	semlex:major	chose (S)| proece (B)
l-794_4	graph	richesce (ARM)| richece (C)
l-796_3	semlex:major	pluns (S)| tant (M)
l-796_5	graph	desirreroie (AC)| desirrereie (M)| desiroie (B)| desirroie (R)
l-797_1	semlex:minor:gramm	Que (ABC)| Mais (R)| Ne (S)
l-797_10	graph	coce (B)| coche (CRM)
l-798_4	graph	dorroie (R)| dorreie (M)
l-798_6	graph	Antioche (A)| Anthioce (B)| Antyoche (C)| Antioche (RS)
l-799_3	semlex:minor:gramm	quant (ABM)| que (CRS)
l-801_7	graph	valt (M)| valt (BR)
l-801_10	graph	remenanz (A)| remananz (CRM)
l-802_3	graph	biax (AB)| biauz (S)
l-803_3	semlex:major	boens (A)| riche (M)
l-803_7	graph	presios (B)| precios (M)
l-804_3	semlex:major	desirranz (ACRSM)| desirant (B)
l-804_4	semlex:major	desirranz (ACRM)| desranz (S)
l-804_6	graph	anvieus (A)| envios (BM)| envieus (CR)
l-805_2	graph	ancor (A)| encore (RSM)
l-806_1	semlex:minor:gramm	Le (A)| Ce (S)
l-807_5	graph	nule (CR)| nulle (S)
l-807_7	semlex:major	glace (ABCPRM)| grace (S)
l-809_6	semlex:major	a (ABCRSM)| est (P)
l-810_4	graph	ialz (A)| els (BR)| euz (C)| eulz (S)
l-811_3	graph	toz (AR)| touz (CS)
l-811_4	graph	ces (A)| ceus (R)| ceuz (S)
l-812_2	graph	Sanblent (ASM)| Samblent (B)
l-812_3	graph	Resemblent (C)| Resanblent (R)
l-812_5	graph	chandeles (CR)| chandoiles (AS)
l-814_4	semlex:major	face (A)| facon (B)
l-815_2	morsynt	Le (ABRSM)| Les (C)
l-816_2	graph	O (CS)| Ou (RM)
l-816_6	graph	covre (BM)| cuevre (CR)
l-817_1	semlex:minor:gramm	Issi (BR)| Einsint (C)| Ensi (AM)
l-817_3	flex	come (A)| com (BC)
l-818_2	graph	miz (B)| meuz (C)| mielz (RM)| mieuz (S)
l-819_4	graph	bochete (AM)| bocete (B)| bouchete (CR)
l-820_1	graph	Dex (ABCSM)| Deus (R)
l-820_3	graph	esciant (ARSM)| ensiant (B)| escient (C)
l-822_2	morsynt	Qui (ACRM)| Que (S)
l-822_5	graph	risist (B)| reist (ACRS)
l-823_6	semlex:minor:gramm	en (BCRAM)| et (S)
l-823_7	graph	an (A)| en (BCRM)
l-823_8	graph	boche (ARS)| boce (B)| bouche (C)
l-824_7	graph	toce (B)| touche (C)| toche (ARS)
l-825_4	graph	sanble (A)| samble (B)| sembre (C)| semble (R)
l-825_5	flex	qu' (R)| qu' (S)
l-825_8	morsynt	il (AR)| eles (S)
l-825_9	graph	entreteignent (R)| antreteignent (S)| antretaingnent (A)| entretieignent (C)
l-826_4	graph	mialz (A)| mix (B)| meuz (C)| mielz (R)| mieuz (S)
l-826_5	graph	avaingnent (A)| avieignent (C)| avignent (S)
l-827_3	graph	uevre (AC)| ovre (M)
l-828_1	semlex:minor:gramm	Et (BM)| Quar (R)|ø (A)
l-828_2	semlex:minor:gramm	qui (BCPRAM)| l'an (S)
l-828_3	graph	veroit (B)| veoit (S)
l-828_6	morsynt	le (A)| li (B)
l-828_8	graph	boce (B)| bouche (C)| boche (RSM)
l-829_3	graph	dirroit (R)| direit (M)
l-831_4	graph	retrere (R)| retreire (M)
l-832_2	graph	chascune (ACS)| chascone (R)
l-833_10	graph	oroilles (A)| orelles (B)
l-834_7	morsynt	sont (P)| est (R)
l-834_9	morsynt	granz (AC)| grant (RSM)
l-834_10	graph	mervoilles (A)| mervelles (B)| merveille (S)
l-835_2	flex	Si (RM)| S' (S)
l-835_4	graph	acune (S)| auconne (B)
l-836_2	semlex:major:semsim	boche (ASR)| gorge (M)
l-836_3	graph	gole (B)| goge (C)
l-836_4	graph	bouche (R)| boche (AS)
l-836_6	graph	ge (AC)| jo (B)| je (RS)
l-837_1	semlex:minor:gramm	Que (ACPRSM)| En (B)
l-837_5	graph	cristax (AB)| cristauz (C)| critauz (S)
l-838_7	semlex:minor:gramm	en (S)| plus (A)
l-838_9	graph	quatre (A)| querre (C)
l-839_4	semlex:minor:gramm	qui (B)| d' (A)|ø (R)
l-839_8	semlex:major	voires (CB)| vire (S)
l-839_9	graph	voires (B)| voirres (C)
l-839_12	graph	souz (C)| soz (SM)
l-839_14	graph	tresce (C)| trace (R)
l-840_4	graph	chevece (AC)| cavece (B)| chevesse (R)| chevesce (S)
l-841_1	flex	Jusque (SP)| Desique (R)
l-841_3	graph	Jusque (S)| Jusques (P)
l-841_4	graph	al (B)| el (R)
l-842_3	graph	dou (C)| du (S)
l-843_5	graph	negiee (AC)| negee (R)
l-844_1	semlex:minor:semsim	fust (ABPRSM)| fist (C)
l-844_2	semlex:minor:gramm	ma (ACPRSM)| la (B)
l-844_3	morsynt	dolors (AC)| dolor (BPRS)
l-844_4	graph	dolors (A)| doulors (C)
l-844_5	semlex:major	alegie (ACBPSM)| alegree (R)
l-844_6	graph	alegiee (AC)| alegie (BPSM)
l-845_1	graph	Se (ABCPS)| Si (R)
l-845_2	semlex:minor:gramm	tot (ABRCPM)| tost (S)
l-845_3	graph	tot (ABRM)| tout (CP)
l-845_4	graph	dar (AS)| dart (BCPR)
l-845_5	semlex:major	veu (ABCPRM)| n'en (S)
l-846_1	graph	volantiers (A)| volenters (B)| volentiers (CPR)| voluntiers (S)
l-846_2	graph	se (ABCPS)| si (R)
l-846_3	graph	je (ARS)| jo (B)| le (C)| jou (P)
l-846_4	semlex:minor:semsim	seusse (ABCRSM)| peusse (P)
l-847_1	semlex:major	Deisse (ACPBRM)| Devisase (S)
l-847_2	graph	Deisse (ACM)| Desisse (BP)| Deisse (R)
l-847_3	morsynt	quels (BPRAC)| quele (S)
l-847_4	graph	quex (AC)| quels (BPR)
l-847_6	graph	an (A)| en (BCP)
l-847_7	morsynt	est (ABCPS)| fu (R)
l-847_8	morsynt	la (ACPRS)| li (B)
l-847_9	graph	floiche (A)| flece (BP)| fleche (CR)| fleyche (S)
l-848_2	semlex:minor:gramm	Ne (ABCRPM)| A (S)
l-848_3	semlex:minor:gramm	la (ABCRM)| le (P)| cui (S)
l-848_7	graph	en (BCPRS)| an (A)
l-848_8	graph	moi (ABCPR)| moy (S)
l-848_9	graph	poiche (A)| pece (BP)| peche (C)| pecche (R)| peiche (S)
l-849_1	semlex:minor:gramm	Se (APRM)| Ne (BS)| De (C)
l-849_2	graph	Se (APM)| Si (R)
l-849_3	graph	n'an (A)| n'en (B)| ne (CPRS)
l-850_1	semlex:minor:gramm	De (ABCRSM)| Por (P)
l-850_2	semlex:minor:gramm	chose (ACRSBM)| cou (P)
l-850_3	graph	chose (ACRSM)| cose (B)
l-850_4	semlex:minor:gramm	n' (ACRS)| en (B)| ne (PM)
l-851_1	morsynt	m'an (AC)| me (BPRS)
l-851_2	graph	m'an (A)| m'en (C)
l-851_3	morsynt	amors (ACPRS)| amor (B)
l-851_4	graph	adons (ABC)| adon (PS)| adoncs (R)
l-852_1	graph	Fors (ABCPR)| For (S)
l-852_2	graph	la (ABPRS)| li (C)
l-852_3	semlex:major	coche (ACSPM)| roche (R)| flece (B)
l-852_4	graph	coche (ACSM)| koce (P)
l-852_5	graph	et (ABCPR)| e (S)
l-852_6	morsynt	les (ABCR)| le (PS)
l-852_7	morsynt	penons (ABCR)| pignon (PS)
l-852_8	graph	pignon (P)| panon (S)
l-853_1	graph	Car (ABP)| Que (CS)| Kar (R)
l-853_2	graph	fleche (AC)| flece (B)| fleke (P)| flecche (R)| fleiche (S)
l-853_3	semlex:major	ert (ARBCSM)| ens (P)
l-853_4	morsynt	ert (AR)| m'est (B)| iert (C)| est (SM)
l-853_5	morsynt	el (ABPR)| en (CS)
l-853_6	semlex:major	coivre (APRM)| coer (B)| covert (C)| vantre (S)
l-853_7	graph	coivre (AM)| keuvre (P)| cuivre (R)
l-853_8	graph	mise (ABCPR)| misse (S)
l-854_1	semlex:minor:gramm	C' (ACPRM)| Sos (B)| E (S)
l-854_2	semlex:minor:gramm	le (B)| est (ACPRSM)
l-854_3	graph	li (ACPRS)| le (B)
l-854_4	morsynt	bliauz (ACSPR)| blialt (B)
l-854_5	graph	bliauz (ACS)| bliaus (PR)
l-854_6	graph	chemise (ACRS)| cemise (BP)
l-855_1	semlex:minor:gramm	Dont (BCRSAM)| Que (P)
l-855_2	graph	Don (A)| Dont (BCRS)| Donc (M)
l-855_3	semlex:minor:semsim	estoit (ABCRSM)| avoit (P)
l-856_1	semlex:minor:gramm	Par foi (ABCRM)| Certes (P)| E (S)
l-856_3	semlex:major	dars (PS)| mals (ABCRM)
l-856_4	graph	dars (P)| darz (S)
	graph	max (A)| mauz (B)| maux (C)| mals (RM)
l-856_5	semlex:minor:gramm	qui (ACPRM)| qu'il (B)| c'est (S)
l-856_7	semlex:major	me tue (ABCPRM)| rais (S)
l-857_1	semlex:minor:gramm	Ce (ABCM)| C' (PR)| Dont (S)
l-857_2	semlex:minor:gramm	est (ABCPM)| trop (S)
l-857_3	semlex:major	li (ABCRM)| la (P)| vilainement (S)
l-857_4	semlex:major	colors (P)| darz (ACBRM)|ø (S)
l-857_5	graph	darz (ACM)| dars (BR)
l-857_7	flex	ce (ABCP)| c' (R)
l-857_8	graph	cou (P)| ce (ABC)
l-857_9	semlex:major	est li rais (ABCRPM)| mirais (S)
l-858_2	graph	Don (A)| Dont (BCPR)
l-859_1	semlex:minor:gramm	Molt (ABM)| Trop (CRS)| Si (P)
l-859_2	semlex:major	sui (ABCRSM)| faic (P)
l-859_3	semlex:major	vilains (ABCRSM)| que (P)
	semlex:minor:gramm	qui (ABCPRS)| quant (M)
l-859_6	semlex:minor:gramm	m'an (AM)| m'en (BP)| me (CRS)
l-859_7	graph	corroz (AS)| coros (B)| corouz (C)| courous (P)| coruz (R)
l-860_1	semlex:minor:gramm	Jamais (AP)| Ja (SR)
l-860_2	graph	James (AM)| Jamais (PBC)
l-860_4	semlex:minor:gramm	li (S)| i (R)|ø (PBCAM)
l-860_5	semlex:major	vestus (P)| festuz (ACRBM)
l-860_6	graph	festus (B)| festuz (ACRM)
l-860_7	semlex:major	n'en (BCPASM)| n'iert (R)
l-860_8	semlex:minor:gramm	n'an (A)| n'en (BCP)| ne (SM)
l-860_9	morsynt	sera (ABCS)| serai (P)
l-860_10	semlex:major	roz (ASBCRM)| tous (P)
l-860_11	graph	roz (AM)| roiz (S)| rous (B)| rouz (C)| ruz (R)
l-861_1	graph	Par (AR)| Por (BCPS)
l-861_2	semlex:major	desfiance (ABRSCM)| desirete (P)
l-861_3	graph	desfiance (ABRM)| defiance (S)| deffiance (C)
l-861_4	graph	par (AR)| por (BCPS)
l-862_2	graph	je (ACRS)| jo (B)
l-862_3	morsynt	amors (ACPRS)| amor (B)
l-862_4	semlex:major:constrmorph	querre (ABCRSM)| conquerre (P)
l-863_1	graph	face (ABCRS)| faice (P)
l-863_3	morsynt	amor (C)| amors (PRS)
l-863_5	graph	buen (AP)| boen (BCR)| bon (S)
l-864_2	flex	com ()| comme ()
l-864_3	morsynt	il ()| elle ()
l-864_4	graph	feire (A)| faire (BPRS)| fere (C)
l-864_5	flex	del (ABPRS)| dou (C)
l-864_6	graph	suen (ACPS)| soen (BR)
l-865_1	semlex:minor:gramm	Car (ABCPRM)| Que (S)
l-865_2	graph	Car (ABCP)| Quar (RM)
l-865_3	graph	je (ACPRS)| jo (B)
l-865_4	graph	vuel (A)| voel (BP)| vueil (C)| voil (R)| veil (S)
l-865_5	graph	et (ABCPR)| e (S)
l-865_6	semlex:minor:gramm	si (ABCPRM)| li (S)
l-865_7	graph	plest (ACS)| plaist (BPR)
l-866_2	flex	Ne (ABCRP)| N' (S)
l-866_3	semlex:major	quier (ABCPM)| avrei (S)
l-866_6	flex	que (ACPR)| qu' (B)
l-866_7	semlex:minor:gramm	els (B)| cis (P)| cist (ACRM)
l-866_8	graph	max (AB)| mauz (C)| mals (PR)
l-866_9	graph	lest (AC)| laist (BPR)
l-867_1	graph	Mialz (A)| Mius (B)| Melz (C)| Miex (P)| Mielz (R)| Meuz (S)
l-867_2	semlex:major	voel (ABCPSM)| aim (R)
l-867_3	morsynt	voel (ABCPM)| veut (S)
l-867_4	graph	vuel (A)| voel (BP)| veuil (C)| voil (M)
l-867_5	semlex:major	que en la fin (S)| qu' ainsi (ABCRPM)
l-867_7	flex	qu' (ACRP)| que (B)
l-867_9	graph	ainsi (AR)| ainsint (C)| ensi (P)
l-867_11	graph	tos jors (BP)| touz jors (C)| toz jorz (A)
l-867_13	semlex:major	teingne (ABRCM)| remaigne (P)| preigne (S)
l-867_14	graph	tigne (B)| tiengne (C)| teingne (AR)| tienge (M)
l-868_1	flex	d' ()| de ()
l-868_2	semlex:major	une autre (P)| nul lui (ABCRS)
l-868_3	semlex:minor:gramm	nul lui (ABCR)| nulle (S)
l-868_4	graph	nul lui (B)| nul leu (C)| nu lui (R)| nelui (A)
l-868_6	graph	santes (P)| santez (ACRM)
l-868_7	graph	veingne (AR)| viegne (B)| viengne (C)| vaigne (P)| vigne (S)
l-869_1	morsynt	vient (ABCPR)| vint (S)
l-869_2	morsynt	santez (ACRBP)| sante (S)
l-869_3	graph	santez (ACR)| santes (BP)
l-870_4	semlex:major:constrmorph	enfermetes (BPCRSM)| anfertez (AC)
l-870_5	morsynt	enfermetes (BPRM)| anfermete (S)
l-870_6	graph	enfermetes (BP)| enfermetez (RM)
l-870_7	graph	anfertez (A)| enfertez (C)
l-871_1	morsynt	Granz (ACBP)| Grant (RS)
l-871_2	graph	Granz (AC)| Grans (BP)
l-871_3	morsynt	est (ABCPR)| fu (S)
l-871_4	morsynt	la (ACPR)| li (B)| l' (S)
l-871_5	semlex:major	complainte (ABPRCM)| anconpeuz (S)
l-871_6	semlex:major:constrmorph	complainte (ABPRM)| pleinte (C)
l-872_1	semlex:minor:gramm	Mes (ACBPRM)| E (S)
l-872_2	graph	Mes (ACM)| Mais (BPR)
l-872_3	graph	cele (ACPR)| icele (B)| celle (S)
l-872_4	flex	ne (ACPRS)| n' (B)
l-872_5	semlex:major	rest (ACPM)| trest (R)| fu (BS)
l-872_6	morsynt	fu (S)| est (B)
l-872_7	graph	mandre (ABPS)| mendre (C)| miendre (R)
l-873_1	graph	dameisele (A)| damoisele (BCPR)| damoiselle (S)
l-873_2	graph	demainne (A)| demaine (BCPRS)
l-874_1	semlex:minor:gramm	Tote (ABRSCM)| Car (P)
l-874_2	graph	Tote (ABRSM)| Toute (C)
l-874_3	semlex:major	le (B)| k'elle (P)|ø (ACSRM)
l-874_5	semlex:major	jor (B)| nuit (ACRSM)
l-874_6	morsynt	fu (S)| est (ABCPR)
l-874_7	graph	an (A)| en (BCPRS)
l-874_8	graph	painne (AR)| paine (BPS)| poine (C)
l-875_1	flex	ele (ACPBR)| el (S)
l-875_2	semlex:minor:gramm	ne (ABCPRM)| en (S)
l-876_1	semlex:major	est (AS)| a (BCPRM)
l-876_2	semlex:major	el cuer enclose (ABCPRM)| ancor anchose (S)
l-876_3	morsynt	el (ACPM)| al (B)| en (R)
l-876_4	graph	cuer (ACPR)| coer (B)
l-876_5	graph	anclose (AC)| enclose (BPR)
l-877_2	morsynt	tancons (A)| tencon (BCRPS)
l-877_3	graph	tencon (BCR)| tancon (P)| toncon (S)
l-877_4	graph	et (ABCPR)| e (S)
l-878_1	morsynt	Qui (ACPB)| Que (RS)
l-878_2	graph	troble (ARS)| torble (BP)| trouble (C)
l-878_3	semlex:minor:gramm	son (ACPRSM)| le (B)
l-878_4	morsynt	corage (ACPRS)| corages (B)
l-879_3	graph	ssi (B)| si (CR)
l-879_7	graph	destraint (ABCP)| detraint (R)| destrain (S)
l-880_2	graph	tote (ABRS)| toute (CP)
l-880_4	graph	plore (ABCRS)| pleure (P)
l-880_5	graph	et (ABCPR)| e (S)
l-880_6	graph	se (ARS)| si (R)| yssi (S)
l-880_7	semlex:major:constrmorph	plaint (ABRCSM)| complaint (P)
l-880_8	graph	plaint (ABRM)| pleint (CS)
l-881_1	graph	Et (ABCPR)| E (S)
l-881_2	graph	si (B)| sse (S)| se (ABCPR)
l-881_3	graph	degiete (AC)| dejete (B)| degete (PRS)
l-881_4	graph	et (ACPR)| e (BS)
l-881_6	graph	tressaut (ACPS)| tressalt (B)| trassaut (R)
l-882_2	graph	po (A)| poi (CPR)| pou (S)
l-882_3	morsynt	li (ACPS)| il (R)
l-882_4	graph	cuers (ACPR)| cors (S)
l-883_1	graph	Et (ABCPR)| E (S)
l-883_2	graph	ele (ABCPR)| elle (S)
l-883_5	morsynt	travaillie (ABCPR)| travailliez (S)
l-883_6	graph	traveillie (A)| travallie (B)| travaillie (CP)| travaille (R)
l-884_1	semlex:minor:gramm	Et (BCPRSM)| Tant (A)
l-884_2	graph	Et (BCPRM)| E (S)
l-884_3	semlex:major	sangloti (APBM)| trassailli (CR)| tressue (S)
l-884_4	graph	sangloti (AM)| soglouti (B)| seglouti (P)
l-884_5	graph	trassailli (C)| tressailli (R)
l-884_6	graph	et (ABCPR)| e (S)
l-884_7	graph	baaillie (ACR)| baalie (B)| baailie (P)| baille (S)
l-885_1	semlex:minor:gramm	Et (ABPRSM)| Tant (C)
l-885_2	graph	Et (ABPRM)| E (S)
l-885_3	semlex:major	tressailli (ABPM)| transgloti (RSC)
l-885_4	graph	tressailli (AM)| tressaili (B)| trassailli (P)
l-885_5	semlex:minor:constrmorph	transgloti (RS)| sangloti (C)
l-885_6	graph	transgloti (R)| tragloti (S)
l-885_7	graph	et (ABCPR)| e (S)
l-885_8	graph	sopire (AS)| sospire (BR)| soupire (C)| souspire (P)
l-886_2	graph	en (ABCPR)| an (S)
l-886_3	morsynt	cuer (ACPRB)| cors (S)
l-886_4	graph	cuer (ACPR)| coer (B)
l-886_5	semlex:major	remire (ACPRSM)| sospire (B)
l-887_1	semlex:minor:gramm	Qui (ABPCRM)| Qual (S)
l-887_2	morsynt	Qui (ABPM)| Que (CR)
l-887_3	graph	et (ABCPR)| e (S)
l-887_4	morsynt	quel (AS)| quels (BPRC)
l-887_5	graph	quels (BPR)| quex (C)
l-887_6	semlex:major	mors (ABCPRM)| amor (S)
l-888_1	graph	cui (ACP)| qui (BRS)
l-888_2	flex	la (ABCRS)| le (P)
l-888_3	semlex:major	destraignoit (ABCPSM)| travailloit (R)
l-888_4	morsynt	destraignoit (ABCPM)| destreignet (S)
l-888_5	graph	destraignoit (A)| destragnoit (B)| destreignoit (C)| destrangnoit (P)| destreineit (M)
l-889_1	graph	ele (ABCPR)| elle (S)
l-889_2	semlex:minor	est (ACPRSM)| a (B)
l-889_3	graph	est (ACPRM)| et (S)
l-889_4	semlex:major	refaite (ABCPRM)| deferte (S)
l-890_1	semlex:minor:gramm	De (ACPRS)| Del (M)| A (B)
l-890_2	graph	pansser (A)| penser (BCPR)| panser (S)
l-890_3	semlex:minor:gramm	quanque (ABCRS)| a (P)| que (M)
l-890_4	graph	quanque (A)| quanques (B)| quanque (CR)| quant que (S)
l-890_6	semlex:minor:gramm	il (B)| cou qui (P)
l-890_8	morsynt	li (ABCPS)| la (M)| lui (R)
l-890_9	semlex:major	anhaite (BPACRM)| este (S)
l-890_10	semlex:major:constrmorph	anhaite (ACR)| haite (BP)| nuit (M)
l-890_11	graph	anhaite (A)| enhaite (R)| enhete (C)
l-891_1	semlex:minor:gramm	Lors (ABCPRM)| Si (S)
l-891_2	flex	se (ABCS)| s' (PR)
l-891_3	semlex:major	arestut (P)| estent (R)| restant (ABM)| repent (C)| restrait (S)
l-891_4	semlex:minor:gramm	lors (R)| et (ABCPSM)
l-891_6	semlex:major	retorne (ACRBPM)| redote (S)
l-891_7	semlex:major:constrmorph	retorne (ACRM)| torne (BP)
l-892_1	semlex:minor:gramm	An (A)| Al (PB)| Le (C)| Maintenant (R)| Son (S)| Et (M)
l-892_2	graph	Al (B)| El (P)
l-892_3	semlex:major	panser (ASC)| torner (BP)
l-892_4	graph	panser (AS)| penser (C)
l-892_5	semlex:major	a (ACPRSM)| grant (B)
l-892_6	semlex:major:constrmorph	atorne (ABPRM)| torne (CS)
l-893_1	semlex:minor:constrmorph	Tot (APRSBM)| Trestout (C)
l-893_2	semlex:minor:gramm	son (ARSB)| le (PM)| quanque (C)
l-893_3	semlex:major:gramm	pense (ABRPSM)| ele (C)
l-893_4	graph	panser (A)| penser (PS)| pense (RBM)
l-893_5	semlex:major	que (APBRM)| en (C)| derechiel (S)
l-893_6	flex	qu' (RM)| que (APB)
l-893_7	semlex:minor:gramm	il (B)| ele (APRM)| lot (S)|ø (C)
l-893_8	semlex:minor	a (ABCRP)| aveit (M)|ø (S)
l-893_9	graph	fet (A)| fait (CPRB)|ø ()
l-894_1	semlex:minor:gramm	Lors (PRBS)| Si (ACM)
l-894_2	graph	Lors (PRB)| Lor (S)
l-894_4	semlex:major:constrmorph	recomance (ARPCM)| comance (BS)
l-894_5	graph	recomance (AR)| recommence (P)| recomence (CM)
l-894_6	graph	comance (S)| comence (B)
l-894_8	graph	.i. (APC)| un (B)
l-894_9	graph	autre (ACPS)| altre (RB)
l-894_10	morsynt	plait (CPRBA)| pleiz (S)
l-894_11	graph	plet (A)| plait (CPRB)
l-895_1	graph	Et (ABCPR)| E (S)
l-895_2	morsynt	dit (ACR)| dist (PSB)
l-895_3	flex	qu' (ABRCP)| que (S)
l-895_4	graph	qu' (ABRC)| k' (P)
l-895_5	morsynt	ai (ABPRS)| avez (C)
l-895_7	graph	je (A)| jou (P)| jo (B)| ge (RS)
l-895_8	graph	faire (ACPRB)| fere (S)
l-896_1	semlex:minor:gramm	cist (ACSM)| cis (PB)| cil (R)
l-896_2	semlex:major	vaslez (ABPCRM)| volez (S)
l-896_3	morsynt	vaslez (ABPCM)| vaslet (R)
l-896_4	graph	vaslez (AM)| valles (BP)| vallez (C)
l-896_5	graph	deboneire (AM)| deboennaire (C)| deboinaire (P)| debonaire (RSB)
l-896_6	semlex:major:semsim	larges (APM)| sages (CRSB)
l-896_7	semlex:major:semsim	pros (ABPRSM)| douz (C)
l-896_8	graph	prous (B)| proz (A)| preus (P)| pruz (R)| pros (SM)
l-897_1	morsynt	Tot (APRBC)| Tote (S)
l-897_2	graph	Tot (APRB)| Tout (C)
l-897_4	graph	ce (ACRB)| cou (P)
l-897_5	morsynt	honors (PRSA)| honor (CB)
l-897_6	graph	enors (A)| honors (PRS)
l-897_7	graph	proz (A)| prous (B)| prouz (C)| preus (P)| preuz (R)| pros (S)
l-898_3	graph	moi (ABCR)| moy (S)
l-898_5	graph	caut (P)| chaut (ACRS)| calt (B)
l-899_1	graph	Sa (ABCPR)| Se (S)
l-899_2	morsynt	biautez (ACP)| biaute (BRS)
l-899_3	graph	biautez (AC)| biautes (P)
l-899_4	graph	avoec (AP)| avolc (B)| avec (C)| ovec (R)| avoi (S)
l-899_6	graph	an (AS)| en (CPRB)
l-899_7	graph	aut (ACPR)| alt (B)| haut (S)
l-901_1	semlex:major	Si fera elle (ABCRSM)| Il l'emportera (P)
l-901_2	graph	fera (ABCRM)| faura (S)
l-901_3	graph	maugre (AS)| malgre (BCRP)
l-902_3	graph	en (BCR)| an (AS)
l-902_4	graph	voel (B)| vueil (C)| voi (S)| voil (R)
l-902_6	graph	jo (B)| je (CA)
l-902_7	semlex:major	tolir (ABCRM)| retenir (S)
l-903_2	semlex:major	Tolir (ABCPRM)| tenir (S)
l-903_5	semlex:minor:gramm	non (ACRSB)| nel (P)|ø (M)
l-903_7	semlex:major	fas (BPCSM)| voil (RA)
l-903_8	graph	fas (BP)| faz (CM)| faiz (S)
l-903_9	graph	voil (R)| vuel (A)
l-904_1	morsynt	san (A)| sens (BCPRS)
l-904_2	graph	sens (BCP)| sanz (R)| sant (S)
l-905_1	graph	Et (ABCPR)| E (S)
l-905_2	graph	se (ABCPS)| si (R)
l-905_3	semlex:major	nature (APBCRM)| nasture (S)
l-905_5	semlex:major	mis (A)| en lui (BCPRSM)
l-905_6	graph	eust (ABCPRM)| aust (S)
l-906_1	semlex:major	An lui (A)| tant mis (BCPSM)
l-906_2	flex	tant (BCPSM)| itant (R)
l-906_3	semlex:major	mis (BCPSM)| meus (R)
l-906_5	flex	qu' (BPR)| que (S)
l-906_6	semlex:major	ele (CBPM)| nuls (S)|ø (AR)
l-906_9	semlex:major	peust (ABPSRM)| seust (C)
l-907_1	graph	metre (ABPSM)| mestre (C)| mettre (R)
l-907_2	graph	an (A)| en (BCPRS)
l-907_4	morsynt	cors (ABCPR)| cor (S)
l-907_5	graph	umain (S)| humain (ABPR)| humein (C)
l-908_2	graph	si (ABCRP)| se (S)
l-908_4	semlex:major	Dex (ACSCM)| dont (B)|ø (P)
l-908_5	graph	Dex (ACSM)| Deus (R)
l-908_6	graph	an (A)| en (BCPRS)
l-908_7	semlex:minor:gramm	la (ACPRBM)| sa (S)
l-908_8	morsynt	la (ACPRM)| le (B)
l-908_9	semlex:major	main (ABCPRM)| mey (S)
l-909_1	graph	pooir (APR)| pooi (B)| pooier (C)| poir (S)
l-909_2	graph	tot (APRS)| toit (B)| tout (C)
l-909_3	graph	depecier (AP)| depechier (B)| despecier (C)| depescer (R)| depecie (S)
l-910_1	semlex:minor:gramm	Ne (ABCPSM)| Je (R)
l-910_2	semlex:minor:gramm	l'en (ASBCPM)| nel (R)
l-910_3	graph	l'an (AS)| l'en (BCPM)
l-910_4	semlex:major:semsim	querroie (ACPBSM)| voudroie (R)
l-910_5	graph	querroie (ACP)| queroie (B)| queroi (S)| querreie (M)
l-910_7	graph	correcier (A)| corochier (B)| corocier (C)| courecier (P)| corrocier (RS)| coreicier (M)
l-911_1	graph	Mes (ARS)| Mais (BCP)
l-911_2	graph	volantiers (A)| volentiers (BCPR)| voluntiers (S)
l-911_3	graph	se (ABCPS)| si (R)
l-911_4	graph	je (ACPRS)| jo (B)
l-911_5	semlex:major	savoie (ABPM)| pooie (CRS)
l-911_6	graph	pooie (CR)| ponoye (S)
l-912_1	morsynt	sage (ABCPR)| sages (S)
l-912_2	graph	et (ABCPR)| e (S)
